candidate_id,name,email,phone,linkedin_url,portfolio_url,location_city,location_state,location_country,relocation_willingness,remote_preference,availability_status,total_experience_years,education_level,degrees,institutions,languages_spoken,primary_industry,sub_industries,skills_extracted,tools_and_technologies,certifications,top_titles_mentioned,domains_of_expertise,employment_history,semantic_summary,keywords_summary,career_stage,genai_relevance_score,medical_domain_score,construction_domain_score,cad_relevance_score,nlp_relevance_score,computer_vision_relevance_score,data_engineering_relevance_score,mlops_relevance_score,evidence_skills,evidence_domains,evidence_certifications,evidence_tools,source_channel,hiring_manager_notes,interview_feedback,offer_status,assigned_recruiter,resume_embedding_version,last_updated
CID0021,Emerson Garcia,emerson.garcia41@outlook.com,(924) 648-8199,https://www.linkedin.com/in/emersongarcia5963,https://github.com/emerson391,Raleigh,NC,USA,No,Unknown,Notice (30 days),11.6,Unknown,['B.Eng. Civil Engineering'],['Carnegie Mellon University'],['English'],Energy,"['Oil & Gas', 'Renewables']","['TensorFlow', 'SQL', 'ETL', 'EHR', 'GenAI', 'PyTorch', 'HL7', 'HIPAA']","['Redis', 'GCP', 'Vertex AI', 'Airflow', 'BigQuery', 'dbt', 'Spark', 'Azure', 'OpenAI API']",[],"['Data Engineer', 'Civil Engineer', 'Full-Stack Developer']","['CAD', 'Construction']",[],"Emerson Garcia has about 11.6 years of experience across CAD, Construction, working with TensorFlow, SQL, ETL, EHR and tools like Redis, GCP, Vertex AI.","['Kubernetes ops', 'RAG pipeline', 'EHR analytics', 'Realtime inference', 'GraphQL APIs']",Lead/Manager,0.09,0.24,0.9,0.56,0.15,0.16,0.22,0.16,"['PyTorch in production', 'Used Vertex AI', 'Built GraphQL APIs']","['Projects in Construction', 'Industry: Energy', 'Sub: Oil & Gas']",[],"['Vertex AI', 'Vertex AI']",Unknown,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0022,Morgan Anderson,morgan.anderson45@proton.me,(573) 892-4891,https://www.linkedin.com/in/morgananderson4669,https://github.com/morgan780,San Diego,CA,USA,Unknown,Unknown,Employed,8.0,Bachelor,"['M.S. Data Science', 'B.E. Computer Science']","['UT Austin', 'UC Berkeley']","['English', 'French']",Energy,"['Renewables', 'Oil & Gas']","['Matplotlib', 'FHIR', 'R', 'HIPAA', 'FastAPI', 'PyTorch', 'Docker', 'NLP']","['HuggingFace', 'AWS', 'Airflow', 'Vertex AI', 'Azure', 'GCP', 'PostgreSQL', 'Snowflake', 'BigQuery']","['AWS Developer', 'CKA', 'TensorFlow Developer']","['Data Scientist', 'Data Engineer']","['Data Engineering', 'Software Engineering']",[],"Morgan Anderson has about 8.0 years of experience across Data Engineering, Software Engineering, working with Matplotlib, FHIR, R, HIPAA and tools like HuggingFace, AWS, Airflow.","['Kubernetes ops', 'de-identification', 'vector search', 'RAG pipeline', 'Realtime inference', 'FHIR integration']",Senior,0.03,0.21,0.1,0.04,0.01,0.28,0.64,0.14,"['R in production', 'Used Snowflake', 'Built RAG pipeline']","['Projects in Data Engineering', 'Industry: Energy', 'Sub: Renewables']","['AWS Developer', 'CKA', 'TensorFlow Developer']","['HuggingFace', 'Azure']",Career Page,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0023,Hayden Martin,hayden.martin541@proton.me,(313) 994-5720,https://www.linkedin.com/in/haydenmartin4935,https://github.com/hayden134,Atlanta,GA,USA,Yes,Hybrid,Notice (30 days),9.6,HighSchool,"['B.S. Computer Science', 'M.S. Computer Science']","['Purdue University', 'Harvard University']",['English'],Energy,['Renewables'],"['Django', 'Python', 'Data Warehousing', 'PyTorch', 'Revit', 'ETL', 'Java', 'CAD', 'EHR', 'Epic']","['HuggingFace', 'Kafka', 'Vertex AI', 'BigQuery']",[],"['MLOps Engineer', 'Data Scientist']","['CAD', 'Construction', 'GenAI', 'Unknown', 'Data Engineering']",[],"Hayden Martin has about 9.6 years of experience across CAD, Construction, GenAI, working with Django, Python, Data Warehousing, PyTorch and tools like HuggingFace, Kafka, Vertex AI.","['RAG pipeline', 'Kubernetes ops', 'predictive modeling', 'vector search']",Senior,0.87,0.16,0.79,0.63,0.24,0.05,0.52,0.23,"['CAD in production', 'Used BigQuery', 'Built Kubernetes ops']","['Projects in Construction', 'Industry: Energy', 'Sub: Renewables']",[],"['BigQuery', 'HuggingFace']",Referral,unknown,unknown,Offered,unknown,unknown,2025-10-19
CID0024,Jordan Miller,jordan.miller908@gmail.com,(523) 517-9444,https://www.linkedin.com/in/jordanmiller8898,https://github.com/jordan494,Portland,OR,USA,No,Remote,Employed,4.3,PhD,"['B.S. Information Systems', 'M.S. Computer Science']","['Georgia Tech', 'Governors State University']","['English', 'Arabic', 'German']",Technology,['SaaS'],"['PyTorch', 'Go', 'CI/CD', 'Kubernetes', 'FHIR', 'Plotly', 'SQL', 'Cerner', 'Django', 'GraphQL', 'Epic', 'Data Warehousing', 'CAD']","['Airflow', 'dbt', 'AWS', 'Vertex AI', 'SageMaker', 'Spark', 'GCP', 'Elasticsearch']","['Azure Fundamentals', 'AWS Developer', 'HIPAA']","['Full-Stack Developer', 'MLOps Engineer']","['CAD', 'Security']",[],"Jordan Miller has about 4.3 years of experience across CAD, Security, working with PyTorch, Go, CI/CD, Kubernetes and tools like Airflow, dbt, AWS.","['AutoCAD automation', 'predictive modeling', 'FHIR integration', 'vector search', 'de-identification', 'RAG pipeline', 'Realtime inference']",Mid,0.2,0.29,0.04,0.82,0.18,0.23,0.01,0.02,"['CAD in production', 'Used Spark', 'Built FHIR integration']","['Projects in Security', 'Industry: Technology', 'Sub: SaaS']","['Azure Fundamentals', 'AWS Developer', 'HIPAA']","['AWS', 'Elasticsearch']",Referral,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0025,Sage Williams,sage.williams588@outlook.com,(742) 575-7521,https://www.linkedin.com/in/sagewilliams4567,https://github.com/sage265,Miami,FL,USA,Yes,Remote,Employed,7.5,Diploma,['B.S. Information Systems'],"['Osmania University', 'UT Austin']",['English'],Logistics,"['Warehousing', 'Fleet']","['GenAI', 'Matplotlib', 'SQL', 'Flask', 'CAD', 'Epic', 'Go']","['dbt', 'Kafka', 'Vertex AI', 'Airflow']","['GCP Professional Data Engineer', 'HIPAA']","['Software Engineer', 'Full-Stack Developer', 'AI Engineer']","['Healthcare IT', 'Computer Vision']",[],"Sage Williams has about 7.5 years of experience across Healthcare IT, Computer Vision, working with GenAI, Matplotlib, SQL, Flask and tools like dbt, Kafka, Vertex AI.","['Realtime inference', 'EHR analytics', 'FHIR integration', 'RAG pipeline', 'DevOps CI/CD']",Senior,0.29,0.71,0.04,0.27,0.02,0.69,0.12,0.22,"['Flask in production', 'Used Airflow', 'Built RAG pipeline']","['Projects in Healthcare IT', 'Industry: Logistics', 'Sub: Warehousing']","['GCP Professional Data Engineer', 'HIPAA']","['Vertex AI', 'dbt']",Agency,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0026,Emerson Lopez,emerson.lopez132@icloud.com,(855) 801-3981,https://www.linkedin.com/in/emersonlopez7089,https://github.com/emerson524,New York,NY,USA,Yes,Remote,Unknown,2.3,Master,['B.Eng. Civil Engineering'],['Carnegie Mellon University'],"['English', 'Mandarin', 'Spanish']",Education,['Research'],"['HIPAA', 'HL7', 'Data Warehousing', 'Docker', 'SQL', 'Kubernetes', 'Java', 'CAD']","['SageMaker', 'GCP', 'Azure', 'dbt', 'LangGraph', 'Elasticsearch', 'MongoDB', 'LangChain']",[],['DevOps Engineer'],"['Unknown', 'Healthcare IT', 'Data Engineering', 'GenAI']",[],"Emerson Lopez has about 2.3 years of experience across Unknown, Healthcare IT, Data Engineering, working with HIPAA, HL7, Data Warehousing, Docker and tools like SageMaker, GCP, Azure.","['predictive modeling', 'DevOps CI/CD', 'AutoCAD automation', 'Realtime inference', 'EHR analytics', 'Kubernetes ops', 'de-identification']",Mid,0.88,0.68,0.21,0.05,0.12,0.14,0.7,0.1,"['Data Warehousing in production', 'Used Elasticsearch', 'Built de-identification']","['Projects in Data Engineering', 'Industry: Education', 'Sub: Research']",[],"['MongoDB', 'Azure']",Referral,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0027,Hayden Brown,hayden.brown327@outlook.com,(677) 325-5382,https://www.linkedin.com/in/haydenbrown4062,https://github.com/hayden154,San Diego,CA,USA,Yes,Remote,Notice (14 days),14.2,HighSchool,"['M.S. Data Science', 'M.Eng. Civil Engineering']",['Carnegie Mellon University'],"['English', 'German', 'Mandarin']",Retail,['Inventory'],"['Flask', 'FastAPI', 'Plotly', 'HL7', 'Go', 'Python', 'SQL', 'React', 'Kubernetes', 'Java', 'Revit', 'AutoCAD', 'ETL', 'PyTorch']","['LangGraph', 'Airflow', 'Spark', 'OpenAI API']","['AWS Solutions Architect', 'Azure Fundamentals']",['Data Engineer'],"['Construction', 'CAD', 'Data Engineering']",[],"Hayden Brown has about 14.2 years of experience across Construction, CAD, Data Engineering, working with Flask, FastAPI, Plotly, HL7 and tools like LangGraph, Airflow, Spark.","['FHIR integration', 'de-identification', 'Realtime inference', 'GraphQL APIs', 'DevOps CI/CD', 'Kubernetes ops']",Lead/Manager,0.14,0.16,0.65,0.62,0.25,0.19,0.67,0.18,"['Plotly in production', 'Used LangGraph', 'Built GraphQL APIs']","['Projects in CAD', 'Industry: Retail', 'Sub: Inventory']","['AWS Solutions Architect', 'Azure Fundamentals']","['Spark', 'Airflow']",Career Page,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0028,Emerson Gonzalez,emerson.gonzalez513@gmail.com,(246) 239-3245,https://www.linkedin.com/in/emersongonzalez7762,https://github.com/emerson541,Miami,FL,USA,No,Hybrid,Unknown,13.4,Master,"['B.Eng. Civil Engineering', 'B.S. Computer Science']","['Purdue University', 'Osmania University']","['English', 'French']",Technology,"['SaaS', 'DevOps', 'Cloud']","['Power BI', 'Python', 'PyTorch', 'TensorFlow', 'EHR', 'NLP', 'Django', 'ETL', 'HL7', 'HIPAA', 'Go', 'Data Warehousing', 'FastAPI']","['SageMaker', 'BigQuery', 'PostgreSQL', 'LangGraph', 'Spark', 'Vertex AI']","['GCP Professional Data Engineer', 'Azure Fundamentals', 'HIPAA']",['Data Scientist'],"['Healthcare IT', 'GenAI']",[],"Emerson Gonzalez has about 13.4 years of experience across Healthcare IT, GenAI, working with Power BI, Python, PyTorch, TensorFlow and tools like SageMaker, BigQuery, PostgreSQL.","['RAG pipeline', 'de-identification', 'ETL pipelines', 'time-series forecasting', 'Kubernetes ops', 'GraphQL APIs', 'AutoCAD automation']",Lead/Manager,0.87,0.91,0.26,0.22,0.02,0.04,0.06,0.1,"['Go in production', 'Used LangGraph', 'Built Kubernetes ops']","['Projects in GenAI', 'Industry: Technology', 'Sub: DevOps']","['GCP Professional Data Engineer', 'Azure Fundamentals', 'HIPAA']","['BigQuery', 'LangGraph']",Other,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0029,Hayden Lopez,hayden.lopez693@yahoo.com,(824) 695-4150,https://www.linkedin.com/in/haydenlopez4572,https://github.com/hayden581,Atlanta,GA,USA,No,Hybrid,Notice (14 days),11.6,Unknown,['MBA'],"['UT Austin', 'Carnegie Mellon University']","['English', 'German', 'Mandarin']",Education,['Research'],"['Power BI', 'PyTorch', 'GraphQL', 'CI/CD', 'GenAI', 'HL7', 'R', 'Matplotlib', 'Epic', 'SQL', 'Go', 'Flask']","['Snowflake', 'Spark', 'Milvus', 'OpenAI API', 'BigQuery', 'MongoDB', 'SageMaker', 'Kafka', 'GCP']",['AWS Developer'],"['DevOps Engineer', 'AI Engineer', 'Civil Engineer']","['Unknown', 'Software Engineering']",[],"Hayden Lopez has about 11.6 years of experience across Unknown, Software Engineering, working with Power BI, PyTorch, GraphQL, CI/CD and tools like Snowflake, Spark, Milvus.","['predictive modeling', 'Kubernetes ops', 'FHIR integration', 'vector search', 'de-identification']",Lead/Manager,0.1,0.14,0.2,0.04,0.29,0.29,0.05,0.2,"['Matplotlib in production', 'Used Kafka', 'Built Kubernetes ops']","['Projects in Software Engineering', 'Industry: Education', 'Sub: Research']",['AWS Developer'],"['BigQuery', 'Snowflake']",LinkedIn,unknown,unknown,Unknown,unknown,unknown,2025-10-19
CID0030,Avery Moore,avery.moore757@gmail.com,(379) 627-3880,https://www.linkedin.com/in/averymoore6505,https://github.com/avery816,Austin,TX,USA,No,Hybrid,Notice (14 days),13.2,PhD,"['B.S. Computer Science', 'B.E. Computer Science']","['UT Austin', 'UIUC']","['English', 'French', 'Arabic']",Finance,"['Payments', 'Trading', 'Fintech']","['TensorFlow', 'CAD', 'Cerner', 'Flask', 'HIPAA', 'FHIR', 'Epic']","['LangChain', 'dbt', 'Airflow', 'Milvus', 'Azure']","['Azure Fundamentals', 'PMP', 'GCP Professional Data Engineer']",['Data Engineer'],"['Computer Vision', 'Unknown']",[],"Avery Moore has about 13.2 years of experience across Computer Vision, Unknown, working with TensorFlow, CAD, Cerner, Flask and tools like LangChain, dbt, Airflow.","['RAG pipeline', 'Kubernetes ops', 'FHIR integration', 'AutoCAD automation', 'de-identification', 'time-series forecasting', 'EHR analytics']",Lead/Manager,0.29,0.09,0.22,0.0,0.2,0.78,0.21,0.02,"['TensorFlow in production', 'Used Milvus', 'Built FHIR integration']","['Projects in Computer Vision', 'Industry: Finance', 'Sub: Trading']","['Azure Fundamentals', 'PMP', 'GCP Professional Data Engineer']","['Azure', 'Airflow']",Unknown,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0031,Peyton Lopez,peyton.lopez630@outlook.com,(424) 336-8834,https://www.linkedin.com/in/peytonlopez7455,https://github.com/peyton775,New York,NY,USA,Unknown,Onsite,Notice (30 days),10.5,Diploma,['M.S. Data Science'],['Harvard University'],"['English', 'French']",Technology,['AI'],"['Power BI', 'Docker', 'Plotly', 'Kubernetes', 'AutoCAD', 'ETL']","['GCP', 'Azure', 'dbt', 'HuggingFace', 'MongoDB', 'LangGraph', 'OpenAI API', 'AWS']","['AWS Developer', 'PMP', 'TensorFlow Developer']",['MLOps Engineer'],"['Software Engineering', 'Data Engineering', 'MLOps']",[],"Peyton Lopez has about 10.5 years of experience across Software Engineering, Data Engineering, MLOps, working with Power BI, Docker, Plotly, Kubernetes and tools like GCP, Azure, dbt.","['DevOps CI/CD', 'EHR analytics', 'predictive modeling', 'AutoCAD automation']",Lead/Manager,0.24,0.22,0.17,0.01,0.1,0.02,0.83,0.66,"['Power BI in production', 'Used Azure', 'Built AutoCAD automation']","['Projects in Software Engineering', 'Industry: Technology', 'Sub: AI']","['AWS Developer', 'PMP', 'TensorFlow Developer']","['OpenAI API', 'dbt']",Career Page,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0032,Kai Gonzalez,kai.gonzalez460@proton.me,(584) 282-9835,https://www.linkedin.com/in/kaigonzalez5698,https://github.com/kai131,New York,NY,USA,Yes,Unknown,Unknown,1.9,Master,['M.S. Computer Science'],"['UT Austin', 'UIUC']","['English', 'French', 'Arabic']",Energy,"['Renewables', 'Oil & Gas']","['PyTorch', 'GenAI', 'FHIR', 'AutoCAD', 'Cerner', 'GraphQL', 'NLP', 'R', 'EHR', 'Django', 'Data Warehousing', 'Python', 'Revit']","['Vertex AI', 'AWS', 'LangGraph', 'MongoDB', 'OpenAI API']",['AWS Solutions Architect'],"['MLOps Engineer', 'AI Engineer']","['GenAI', 'Computer Vision', 'Software Engineering']",[],"Kai Gonzalez has about 1.9 years of experience across GenAI, Computer Vision, Software Engineering, working with PyTorch, GenAI, FHIR, AutoCAD and tools like Vertex AI, AWS, LangGraph.","['Kubernetes ops', 'time-series forecasting', 'GraphQL APIs', 'RAG pipeline', 'predictive modeling', 'Realtime inference']",Entry,0.71,0.2,0.07,0.09,0.02,0.47,0.28,0.26,"['FHIR in production', 'Used MongoDB', 'Built predictive modeling']","['Projects in Computer Vision', 'Industry: Energy', 'Sub: Renewables']",['AWS Solutions Architect'],"['LangGraph', 'MongoDB']",Other,unknown,unknown,Rejected,unknown,unknown,2025-10-19
CID0033,Rowan Wilson,rowan.wilson153@yahoo.com,(585) 388-9813,https://www.linkedin.com/in/rowanwilson3949,https://github.com/rowan879,Minneapolis,MN,USA,Yes,Onsite,Employed,12.1,PhD,"['M.Eng. Civil Engineering', 'B.S. Information Systems']",['Georgia Tech'],['English'],Education,['Research'],"['Go', 'Flask', 'Matplotlib', 'PyTorch', 'SQL', 'Docker', 'Cerner']","['Milvus', 'LangGraph', 'Snowflake', 'Redis', 'SageMaker', 'Elasticsearch', 'Spark', 'AWS', 'Airflow', 'dbt']",['CKA'],['Full-Stack Developer'],"['GenAI', 'Healthcare IT', 'Security', 'NLP']",[],"Rowan Wilson has about 12.1 years of experience across GenAI, Healthcare IT, Security, working with Go, Flask, Matplotlib, PyTorch and tools like Milvus, LangGraph, Snowflake.","['Kubernetes ops', 'time-series forecasting', 'GraphQL APIs', 'Realtime inference', 'de-identification', 'predictive modeling', 'AutoCAD automation']",Lead/Manager,0.71,0.71,0.19,0.09,0.7,0.11,0.26,0.14,"['Cerner in production', 'Used AWS', 'Built AutoCAD automation']","['Projects in Security', 'Industry: Education', 'Sub: Research']",['CKA'],"['Elasticsearch', 'Elasticsearch']",Agency,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0034,Reese Davis,reese.davis760@outlook.com,(216) 467-7841,https://www.linkedin.com/in/reesedavis2498,https://github.com/reese210,Phoenix,AZ,USA,No,Hybrid,Notice (30 days),8.5,Master,"['B.Eng. Civil Engineering', 'B.E. Computer Science']","['Osmania University', 'UIUC']","['English', 'Arabic', 'German']",Finance,"['Risk', 'Fintech', 'Payments']","['FastAPI', 'CAD', 'Plotly', 'Docker', 'HIPAA', 'R', 'Kubernetes', 'CI/CD', 'SQL', 'EHR', 'Cerner', 'Python', 'Django', 'GenAI']","['PostgreSQL', 'Vertex AI', 'GCP', 'LangChain', 'Milvus', 'Snowflake', 'BigQuery', 'Azure', 'HuggingFace', 'Airflow']","['CKA', 'AWS Solutions Architect', 'Azure Fundamentals']","['Civil Engineer', 'Data Engineer', 'Data Scientist']","['Software Engineering', 'Construction']",[],"Reese Davis has about 8.5 years of experience across Software Engineering, Construction, working with FastAPI, CAD, Plotly, Docker and tools like PostgreSQL, Vertex AI, GCP.","['FHIR integration', 'DevOps CI/CD', 'predictive modeling', 'de-identification', 'ETL pipelines', 'vector search']",Senior,0.16,0.07,0.87,0.19,0.08,0.11,0.24,0.02,"['Kubernetes in production', 'Used Azure', 'Built ETL pipelines']","['Projects in Software Engineering', 'Industry: Finance', 'Sub: Payments']","['CKA', 'AWS Solutions Architect', 'Azure Fundamentals']","['LangChain', 'Milvus']",Unknown,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0035,Jordan Williams,jordan.williams416@proton.me,(586) 765-8798,https://www.linkedin.com/in/jordanwilliams155,https://github.com/jordan729,Austin,TX,USA,Yes,Remote,Notice (30 days),12.7,Unknown,"['B.S. Computer Science', 'B.S. Information Systems']",['Northwestern University'],['English'],Logistics,"['Warehousing', 'Fleet']","['EHR', 'Go', 'FHIR', 'Docker', 'ETL', 'Java', 'R']","['dbt', 'LangChain', 'Milvus', 'GCP', 'Redis']",[],"['Software Engineer', 'AI Engineer']","['Unknown', 'Software Engineering', 'CAD', 'Data Engineering', 'MLOps']",[],"Jordan Williams has about 12.7 years of experience across Unknown, Software Engineering, CAD, working with EHR, Go, FHIR, Docker and tools like dbt, LangChain, Milvus.","['Realtime inference', 'time-series forecasting', 'vector search', 'DevOps CI/CD', 'RAG pipeline']",Lead/Manager,0.1,0.23,0.29,0.52,0.12,0.23,0.7,0.84,"['EHR in production', 'Used Milvus', 'Built DevOps CI/CD']","['Projects in Data Engineering', 'Industry: Logistics', 'Sub: Warehousing']",[],"['Milvus', 'Redis']",Agency,unknown,unknown,Hired,unknown,unknown,2025-10-19
CID0036,Morgan Jackson,morgan.jackson677@proton.me,(287) 990-5839,https://www.linkedin.com/in/morganjackson1205,https://github.com/morgan94,Atlanta,GA,USA,No,Hybrid,Notice (30 days),10.7,Unknown,['M.Eng. Civil Engineering'],"['Carnegie Mellon University', 'Stanford University']",['English'],Healthcare,"['Genomics', 'Orthopedics']","['NLP', 'GenAI', 'SQL', 'CAD', 'Django', 'Flask', 'Docker', 'GraphQL', 'Kubernetes', 'Power BI']","['LangChain', 'Vertex AI', 'Kafka', 'SageMaker']","['Azure Fundamentals', 'AWS Solutions Architect']","['Data Engineer', 'DevOps Engineer']","['Software Engineering', 'Healthcare IT']",[],"Morgan Jackson has about 10.7 years of experience across Software Engineering, Healthcare IT, working with NLP, GenAI, SQL, CAD and tools like LangChain, Vertex AI, Kafka.","['predictive modeling', 'de-identification', 'ETL pipelines', 'Realtime inference', 'AutoCAD automation']",Lead/Manager,0.15,0.64,0.02,0.13,0.13,0.15,0.02,0.08,"['CAD in production', 'Used SageMaker', 'Built AutoCAD automation']","['Projects in Software Engineering', 'Industry: Healthcare', 'Sub: Orthopedics']","['Azure Fundamentals', 'AWS Solutions Architect']","['LangChain', 'Vertex AI']",Referral,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
CID0037,Cameron Hernandez,cameron.hernandez862@icloud.com,(589) 537-8212,https://www.linkedin.com/in/cameronhernandez7056,https://github.com/cameron845,Miami,FL,USA,Unknown,Hybrid,Notice (14 days),4.8,Unknown,['MBA'],"['University of Chicago', 'Georgia Tech']","['English', 'Mandarin']",Government,['Civic Tech'],"['FHIR', 'Power BI', 'CI/CD', 'React', 'PyTorch', 'NLP', 'ETL', 'AutoCAD', 'GraphQL', 'Docker', 'CAD', 'EHR']","['MongoDB', 'Milvus', 'BigQuery', 'Airflow']",[],"['MLOps Engineer', 'Software Engineer']","['Healthcare IT', 'Construction', 'Computer Vision', 'Data Engineering']",[],"Cameron Hernandez has about 4.8 years of experience across Healthcare IT, Construction, Computer Vision, working with FHIR, Power BI, CI/CD, React and tools like MongoDB, Milvus, BigQuery.","['vector search', 'EHR analytics', 'GraphQL APIs', 'time-series forecasting', 'de-identification', 'DevOps CI/CD', 'AutoCAD automation']",Mid,0.18,0.94,0.78,0.27,0.03,0.42,0.87,0.07,"['CAD in production', 'Used BigQuery', 'Built EHR analytics']","['Projects in Healthcare IT', 'Industry: Government', 'Sub: Civic Tech']",[],"['BigQuery', 'Airflow']",LinkedIn,unknown,unknown,In pipeline,unknown,unknown,2025-10-19
